example_id,pair_id,customer_tweet_id,customer_text_raw,customer_text_clean,prior_context,n_prior_context_turns,brand_reply_raw,provisional_intent,provisional_confidence,sampling_reason,labeling_status,gold_intent,gold_action,gold_escalation_rationale,label_confidence,annotator_notes
GOLD_0040,AmazonHelp_2385780_2385779,2385780,@115850 i have be chasing for my refund for almost 10 days now. Please support. My complaint no 4__credit_card__,i have be chasing for my refund for almost 10 days now. Please support. My complaint no 4__credit_card__,[],0,@687596 Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.(2/2)^CB,REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,REFUND_RETURN,escalate,financial_refund,,"10-day delayed refund with complaint number, needs case lookup"
GOLD_0041,AmazonHelp_2602980_2602983,2602980,@AmazonHelp Thank you for responding. No I've not received it.It's truly  become an issue.2 week ago driver said he'd delivered but he hadn't.Amazon rep was really good though with full refund &amp; free month on my prime.im not receiving my orders.defeats the object of Prime don't u think?,Thank you for responding. No I've not received it.It's truly become an issue.2 week ago driver said he'd delivered but he hadn't.Amazon rep was really good though with full refund &amp; free month on my prime.im not receiving my orders.defeats the object of Prime don't u think?,"[{'tweet_id': 2602982, 'author_id': '736628', 'inbound': True, 'text': ""@115830 sick of delivery staff pressing intercom and walking off within 30 seconds.sounds exaggerated but happened yet again.i see him walk off on camera.linked to my phone so I answer even faster because I'm paralysed.""}
 {'tweet_id': 2602979, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@736628 I'm very sorry for the poor delivery experience, Darren. Were you able to receive your order? Let us know, we'd be happy to help in any way possible. ^SK""}]",2,"@736628 Has this happened with other orders recently as well, Darren?^SM",REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,novel_unsupported,,"recurring non-delivery despite prior refund+comp, systemic pattern"
GOLD_0042,AmazonHelp_138148_138147,138148,@AmazonHelp just seems odd I’m having to deal with the return delivery as it’s not easy to get a large package pick up from my house,just seems odd I’m having to deal with the return delivery as it’s not easy to get a large package pick up from my house,[],0,@147118 Hi Dave! Is the TV sold directly by Amazon or a seller? Is the replacement on its way?^CN,REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,REFUND_RETURN,auto_handle,,,explain return pickup process
GOLD_0043,AmazonHelp_1057328_1057329,1057328,@AmazonHelp You provided the service to sell the product and because you delivered it broken we should be given a replacement at the price we paid for??,You provided the service to sell the product and because you delivered it broken we should be given a replacement at the price we paid for??,"[{'tweet_id': 1057323, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@369653 I'm sorry for the frustration! Was this item being shipped from Amazon or a third-party seller? ^ZW""}
 {'tweet_id': 1057324, 'author_id': '369653', 'inbound': True, 'text': ""@AmazonHelp It was shipped by 'Fulfilled by amazon' - I'm just so disappointed in the service and after service that you have provided me with""}
 {'tweet_id': 1057326, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@369653 to replace an item. We will certainly refund your item. Here's a link you can use to return: https://t.co/ry18aUsuCv ^EM 2/2""}]",3,@369653 Did you contact us directly here?: https://t.co/JzP7hlA23B What was advised? ^PK,REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,REFUND_RETURN,auto_handle,,,"damaged item, wants replacement at same price, standard flow"
GOLD_0044,AmazonHelp_467408_467410,467408,@AmazonHelp Yes i was offered a refund which didnt solve the problem and i actually didnt even get the refund,Yes i was offered a refund which didnt solve the problem and i actually didnt even get the refund,"[{'tweet_id': 467409, 'author_id': '226262', 'inbound': True, 'text': '@115830 thanks for ruining my daughters 1st birthday.  Items not delivered, cant cancel online and call centre keep hanging up. Shocking customer service @AmazonHelp'}
 {'tweet_id': 467407, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@226262 I'm sorry for the poor experience. That's not the type of service that we aim to provide. When you spoke with customer service, were any options provided?   ^FJ""}]",2,@226262 Did they say why a refund was the only option? When were you advised the refund would be done? ^KI,REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,REFUND_RETURN,escalate,financial_refund,,offered refund not received
GOLD_0045,AmazonHelp_398730_398729,398730,@AmazonHelp Dont need a refund just get the product delivered tomorrow. I already had a product not delivered and refunded this week now I cant buy them,Dont need a refund just get the product delivered tomorrow. I already had a product not delivered and refunded this week now I cant buy them,"[{'tweet_id': 398731, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@210302 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN""}]",1,@210302 I understand your concern. Please connect with us using the link provided above and we'll check this. ^HD,REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,"repeat non-delivery, wants product not refund"
GOLD_0046,AmazonHelp_102892_102893,102892,"@AmazonHelp Thank you guys so much, the issue has been resolved. A replacement is being sent","Thank you guys so much, the issue has been resolved. A replacement is being sent","[{'tweet_id': 102889, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@138631 I understand! Let's solve this! Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN and we can give this another shot. ^TK""}
 {'tweet_id': 102890, 'author_id': '138631', 'inbound': True, 'text': '@AmazonHelp I will try this after work today, thank you so much. Was very frustrating trying to use the help number.'}
 {'tweet_id': 102891, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@138631 Ok! Please keep us in the loop. ^JO'}]",3,"@138631 Thanks for the update, glad we could get a replacement processed for you. I hope you enjoy the rest of your evening, take care! :D ^EZ",REFUND_RETURN,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACKNOWLEDGEMENT_FOLLOWUP,auto_handle,,,"thanks, resolution confirmed"
GOLD_0047,AmazonHelp_838654_838656,838654,@AmazonHelp @115821 thanks. Interesting how you expect the customer to run around contacting different departments and call your self customer service.,thanks. Interesting how you expect the customer to run around contacting different departments and call your self customer service.,"[{'tweet_id': 838655, 'author_id': '319557', 'inbound': True, 'text': '@115821 echo team is my pre-order 30% off on top of the 30% reduced price for public on your app? https://t.co/MCFKJajTB6'}
 {'tweet_id': 838653, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@319557 Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB'}]",2,@319557 I get your concern. I'll be sure to share your comments with internal teams to improve our services. ^SV,COMPLAINT_SERVICE_QUALITY,0.75,stratified_proportional,claude_reviewed_not_independent_human,COMPLAINT_SERVICE_QUALITY,auto_handle,,,"process friction complaint, apology + single point of contact"
GOLD_0048,AmazonHelp_2822418_2822417,2822418,@115850 Feedback received from Amazon representative.Very Disappointed https://t.co/KhFBwTuEx6,Feedback received from Amazon representative.Very Disappointed [URL],[],0,"@786527 Apologies for the issues with the order. Please let us know if the order is not delivered yet, we will help you further. Appreciate your cooperation. ^BS",COMPLAINT_SERVICE_QUALITY,0.75,stratified_proportional,claude_reviewed_not_independent_human,COMPLAINT_SERVICE_QUALITY,auto_handle,,,"vague dissatisfaction, no concrete ask visible"
GOLD_0049,AmazonHelp_741546_741545,741546,@115850 Pathetic customer service no response or solution for my one plus 5 phone!Anytop level guys can help sort dis Logistical nightmare,Pathetic customer service no response or solution for my one plus 5 phone!Anytop level guys can help sort dis Logistical nightmare,[],0,@297350 We'll surely help. Please share your details from the link provided above and we'll reach out to you. ^SA,COMPLAINT_SERVICE_QUALITY,0.75,stratified_proportional,claude_reviewed_not_independent_human,COMPLAINT_SERVICE_QUALITY,escalate,insufficient_evidence,,"claims no response received already, unclear specific device issue"
GOLD_0050,AmazonHelp_257182_257184,257182,@AmazonHelp I got an email from customer service. Thank you!,I got an email from customer service. Thank you!,"[{'tweet_id': 257183, 'author_id': '177167', 'inbound': True, 'text': '@AmazonHelp I sent someone a gift card via mail / ups and they have not received it, even though it shows delivered.  Can you help?'}
 {'tweet_id': 257181, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@177167 We will certainly do what we can to help, Austin! Let's look into our options for lost gift cards: https://t.co/J6NlTAxgru ^FD""}]",2,@177167 Awesome! Please let us know if you need anything else! ^AG,COMPLAINT_SERVICE_QUALITY,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACKNOWLEDGEMENT_FOLLOWUP,auto_handle,,,"thanks, no new ask"
GOLD_0051,AmazonHelp_994229_994230,994229,@AmazonHelp The customer service rep I spoke with was supposed to find out. I sent pictures of label.,The customer service rep I spoke with was supposed to find out. I sent pictures of label.,"[{'tweet_id': 994225, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@355514 Sorry to see this - pls contact us so we can escalate:  https://t.co/hApLpMlfHN ^TD'}
 {'tweet_id': 994226, 'author_id': '355514', 'inbound': True, 'text': '@AmazonHelp contacted, received email saying I would be contacted again in 6 hours. That was almost 48 hours ago...'}
 {'tweet_id': 994228, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@355514 That isn't expected! Who was the carrier that delivered? Check: https://t.co/Y5jpI9ys9c and let us know! ^JE""}]",3,@355514 Sorry to hear that. Get in touch here:  https://t.co/hApLpMlfHN  and we'll be happy to help. ^RS,COMPLAINT_SERVICE_QUALITY,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACKNOWLEDGEMENT_FOLLOWUP,auto_handle,,,"status update within active case, no new ask"
GOLD_0052,AmazonHelp_837100_837845,837100,@115850 @115821 @AmazonHelp @115850 worst thing is.. After whatever mistakes he has done...   After first unsuccessful attempt he has returned my order to seller,worst thing is.. After whatever mistakes he has done... After first unsuccessful attempt he has returned my order to seller,"[{'tweet_id': 837103, 'author_id': '319229', 'inbound': True, 'text': '@115850 @115850 n guss what it was a prime product.....'}
 {'tweet_id': 837102, 'author_id': '319229', 'inbound': True, 'text': '@115850 even your customer service team is not able to contact him Fantastic service They cant tell frm whr I can collect the order firstclass serv'}
 {'tweet_id': 837097, 'author_id': '319229', 'inbound': True, 'text': '@115850 @115850 @115821 @AmazonHelp even they were not able to contact currier facility exceptional what a great service'}]",3,@319229 place a new order for the item and I'm positive your order will be delivered. 3/3 ^SH,COMPLAINT_SERVICE_QUALITY,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,order returned to seller after courier error
GOLD_0053,AmazonHelp_1004365_1004363,1004365,@AmazonHelp Now can you explain me what was your product delivery date?? according to u yr delivery date is 21st October 2017.,Now can you explain me what was your product delivery date?? according to u yr delivery date is 21st October 2017.,"[{'tweet_id': 1004371, 'author_id': '357720', 'inbound': True, 'text': '@115821#\norder #402-0045052-5064374 # if u r not able to deliver my product than why r u taking order.each &amp;everytime you are doing same.'}
 {'tweet_id': 1004370, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@357720 The packages are dispatched and moved according to the delivery estimate. Did we happen (1/2) ^KA'}]",2,@357720 Please share your details here: https://t.co/GIJyeY99fq and I'll get in touch with you. 2/2 ^HD,ORDER_STATUS,0.75,stratified_proportional,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,specific date discrepancy needs order lookup
GOLD_0054,AmazonHelp_1709446_1709445,1709446,"Amazon, where is my order??","Amazon, where is my order??",[],0,@517969 We're here to help! Could you tell us the latest tracking update on the delivery showing here: https://t.co/Y5jpI9gRhE ^ML,ORDER_STATUS,0.75,stratified_proportional,claude_reviewed_not_independent_human,ORDER_STATUS,auto_handle,,,generic status request
GOLD_0055,AmazonHelp_2808461_2808462,2808461,@AmazonHelp I already haven't received a delivery date in a timely manner.  What I am looking for is a resolution--i.e. actually receiving the product I paid for and was promised 3 weeks ago.,I already haven't received a delivery date in a timely manner. What I am looking for is a resolution--i.e. actually receiving the product I paid for and was promised 3 weeks ago.,"[{'tweet_id': 2808457, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@783245 I'm sorry for the wait! What's the delivery date provided in your order confirmation e-mail here: https://t.co/JRYo7fjDSE? ^JM""}
 {'tweet_id': 2808458, 'author_id': '783245', 'inbound': True, 'text': '@AmazonHelp The originally promised date was no later than Nov. 2nd. That day came and went and it was updated to this: https://t.co/jCWTDfE5RL'}
 {'tweet_id': 2808460, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@783245 I can understand the disappointment. As soon as we have an update we'll provide you with a delivery date via e-mail. If a date isn't provided in a timely manner, you can cancel here: https://t.co/4HEyIzhga2 ^JM""}]",3,@783245 We can't access any account or order information over Twitter. Could you contact us so we can look into this further: https://t.co/CYqkdTSJy9? ^PJ,ORDER_STATUS,0.75,stratified_proportional,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,"no date given after 3 weeks, needs case-specific lookup"
GOLD_0056,AmazonHelp_1865154_1865152,1865154,What the hell @115850 such a pathetic service you provide 405-4890136-0939560 order id please cancel it asap never shopping with you 🙏🏻,What the hell such a pathetic service you provide 405-4890136-0939560 order id please cancel it asap never shopping with you 🙏🏻,[],0,"@557239 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^AH",ORDER_STATUS,0.75,stratified_proportional,claude_reviewed_not_independent_human,REFUND_RETURN,auto_handle,,,"cancellation request with order id, standard flow despite hostile tone"
GOLD_0057,AmazonHelp_530022_530021,530022,@115850 @AmazonHelp  hey check this order no 402-5877675-9719558 it’s showing order has been delivered but I haven’t received. Unable to connect you via customer Service portal plz look on this asap seems like a fraud case,hey check this order no 402-5877675-9719558 it’s showing order has been delivered but I haven’t received. Unable to connect you via customer Service portal plz look on this asap seems like a fraud case,[],0,@242738 Apologies for an incorrect tracking update on your delivery. Kindly fill in your details here: https://t.co/GIJyeY99fq and we'll get this checked for you. Please don’t provide your order details as we consider them personal info. Our page is visible to public.^PB,ABUSE_THREAT_ESCALATION_DEMAND,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,"marked delivered but not received + fraud claim, needs case lookup"
GOLD_0058,AmazonHelp_2367894_2367893,2367894,after a week of waiting on a auxiliary cord I ordered from amazon it finally came today &amp;&amp; the piece of shit doesn’t even work🖕🏾,after a week of waiting on a auxiliary cord I ordered from amazon it finally came today &amp;&amp; the piece of shit doesn’t even work🖕🏾,[],0,"@683408 Oh no! I'm sorry your package has arrived defective. Have you contacted us regarding this issue yet? If not, you can do so here: https://t.co/hApLpMlfHN via chat or phone. ^AY",ABUSE_THREAT_ESCALATION_DEMAND,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,auto_handle,,,"defective item, standard replacement flow"
GOLD_0059,AmazonHelp_470816_470818,470816,"@AmazonHelp You did not provide any explanation for the delayed delivery. 

Your e-mail is useless and does nothing and please do not waste my time with useless e-mails like this.

Why the order was delivered after one week of delay?",You did not provide any explanation for the delayed delivery. Your e-mail is useless and does nothing and please do not waste my time with useless e-mails like this. Why the order was delivered after one week of delay?,"[{'tweet_id': 470823, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@227098 I'm sorry for the inconvenience you have faced with a late delivery. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll check this for you. Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ""}
 {'tweet_id': 470817, 'author_id': '227098', 'inbound': True, 'text': '@AmazonHelp I have provided additional details and what did you find about this late delivery?'}
 {'tweet_id': 470815, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@227098 We've sent you a correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww  and respond so that we can take this up further. ^EM""}]",3,"@227098 If the correspondence you've received doesn't answer your questions and your concern remains unresolved, feel free to write back to us. ^YP",ABUSE_THREAT_ESCALATION_DEMAND,0.75,stratified_proportional,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,"explicit rejection of prior automated email, wants real explanation"
GOLD_0060,AmazonHelp_2184761_2184760,2184761,hey @115850 does the Echo Plus in India come with a Hue bulb included?,hey does the Echo Plus in India come with a Hue bulb included?,[],0,"@124471 I get your concern, Apoorv. No, the device doesn't come with hue bulb. Howeve, hue bulb can be connected with Alexa. Please refer here: https://t.co/xLdhazRRxd for more info. ^SV",DIGITAL_CONTENT_DEVICE,0.75,stratified_proportional,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,pre-purchase bundle question
GOLD_0061,AmazonHelp_2823202_2823201,2823202,"@115833 @115850 @AmazonHelp Why #Alexa is showing results of Baran Florida while I am requesting info for #Bengaluru, Karnataka.

#AmazonPrime #AmazonAlexa https://t.co/0SnhzyIhW2","Why #Alexa is showing results of Baran Florida while I am requesting info for #Bengaluru, Karnataka. #AmazonPrime #AmazonAlexa [URL]",[],0,"@306200 That's unusual, kindly connect with our support team here: https://t.co/TdDksLo6Mf. We'll look into it. ^PS",DIGITAL_CONTENT_DEVICE,0.75,stratified_proportional,claude_reviewed_not_independent_human,DIGITAL_CONTENT_DEVICE,auto_handle,,,Alexa location-settings troubleshooting
GOLD_0062,AmazonHelp_1421905_1421907,1421905,@AmazonHelp It’s been over 48hours since dispatched and it’s still not in my amazon music,It’s been over 48hours since dispatched and it’s still not in my amazon music,"[{'tweet_id': 1421906, 'author_id': '450490', 'inbound': True, 'text': '@115830 how long does it take for an autorip mp3 to appear in my amazon music?'}
 {'tweet_id': 1421903, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@450490 If eligible, it's usually added straight away but it can be up to 48 hours after the order ships: https://t.co/4R88iBexed. ^JJ""}]",2,"@450490 I understand, Gill. At your convenience, please give us a shout here: https://t.co/hApLpMlfHN. We'd be happy to look into this. ^SK",DIGITAL_CONTENT_DEVICE,0.75,stratified_proportional,claude_reviewed_not_independent_human,DIGITAL_CONTENT_DEVICE,auto_handle,,,"digital content sync delay, standard troubleshooting"
GOLD_0063,AmazonHelp_1290395_1290394,1290395,amazon really double charged me and now i gotta get on the phone and use my i was told by applecare voice smh,amazon really double charged me and now i gotta get on the phone and use my i was told by applecare voice smh,[],0,@421769 Hello Steven! Would you be able to give us more detail w/o posting account info? Are you seeing an authorization? ^DD,BILLING_PAYMENT,0.75,stratified_proportional,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,financial_refund,,double charge dispute
GOLD_0064,AmazonHelp_2061347_2061345,2061347,@115821 please. Why. Am I being charged £3.99 to cancel an item that you failed to deliver.,please. Why. Am I being charged £3.99 to cancel an item that you failed to deliver.,[],0,"@593844 This is odd! Have you reported this charge to us yet? We can take a look into it, reach us here: https://t.co/oGDklGgbCZ. ^GM",BILLING_PAYMENT,0.75,stratified_proportional,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,financial_refund,,charged a cancellation fee for brand's own failed delivery
GOLD_0065,AmazonHelp_2836974_2836976,2836974,@AmazonHelp I don’t remember specifically what the msg said but it wouldn’t accept it. Customer service rep tried &amp; was unsuccessful also. He said gift card specialist would email me w/in 24 hours. It’s very frustrating!,I don’t remember specifically what the msg said but it wouldn’t accept it. Customer service rep tried &amp; was unsuccessful also. He said gift card specialist would email me w/in 24 hours. It’s very frustrating!,"[{'tweet_id': 2836975, 'author_id': '789608', 'inbound': True, 'text': '@AmazonHelp Why is it Impossible to claim a gift card? I spent 30+ minutes on the phone w/customer service &amp; no resolution. This shouldn’t be rocket science!'}
 {'tweet_id': 2836973, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@789608 I'm sorry for the poor experience. Without including any account details, can you tell us more about what's happening when you try to add the gift card to your account? Are you receiving an error message? We'd like to help! ^ZW""}]",2,"@789608 Hi, I am sorry to see that you're experiencing problems with your gift card. You can check out our help page for more info: https://t.co/935AOOFtSg. ^HS",BILLING_PAYMENT,0.75,stratified_proportional,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,insufficient_evidence,,"already referred to gift-card specialist, awaiting response"
GOLD_0066,AmazonHelp_2806640_2806639,2806640,"I think amazon delivered my order to the wrong mailbox and imma cry, i need it for thanksgiving 😩😩😩😩","I think amazon delivered my order to the wrong mailbox and imma cry, i need it for thanksgiving 😩😩😩😩",[],0,@782783 I'm sorry for the trouble! I know how frustrating this can be. What is the latest status update for your order: https://t.co/Y5jpI9ys9c ^LR,DELIVERY_QUALITY_ISSUE,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,auto_handle,,,"misdelivery, standard reship/refund flow"
GOLD_0067,AmazonHelp_2302015_2302017,2302015,@AmazonHelp Already contacted but would appreciate you sending feedback2the Las Vegas fulfillment center again. So many damaged items from that center,Already contacted but would appreciate you sending feedback2the Las Vegas fulfillment center again. So many damaged items from that center,"[{'tweet_id': 2302016, 'author_id': '448669', 'inbound': True, 'text': 'Hey @AmazonHelp your LV fulfillment center’s at it again. In what 🌎 is it ok to ship the SNES classic in an ENVELOPE?!? 😡😡😡Why pay4prime? https://t.co/HUUwz1ejdH'}
 {'tweet_id': 2302014, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@448669 I'm so sorry to hear this! Was anything damaged? If so, click here for available options: https://t.co/Y5jpI9gRhE ^TH""}]",2,@448669 Thanks for letting us know! You can provide feedback directly to our Packaging team here: https://t.co/NmArAhsPVj ^JO,DELIVERY_QUALITY_ISSUE,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,auto_handle,,,"repeat damage from a fulfillment center, log + replace"
GOLD_0068,AmazonHelp_232348_232476,232348,"@AmazonHelp @115850 not received the package today.This is showing ""Product delivered"". Check. urgently. I've not even received call from the courier.","not received the package today.This is showing ""Product delivered"". Check. urgently. I've not even received call from the courier.","[{'tweet_id': 232349, 'author_id': '171313', 'inbound': True, 'text': '@115850 Ordered on 26th September. Delivery is very slow. Some problem with the delivery team. Order # 407-2856354-3818761'}
 {'tweet_id': 232347, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@171313 and I'm positive your order will be delivered. 3/n ^SH""}]",2,@171313 That's odd. We'd like to investigate this. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD,DELIVERY_QUALITY_ISSUE,0.75,stratified_proportional,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,delivered-status vs not-received discrepancy needs investigation
GOLD_0069,AmazonHelp_1723861_1723862,1723861,@AmazonHelp Can you look into this for me?,Can you look into this for me?,"[{'tweet_id': 1723857, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@521431 Sorry to hear. Have you received a delivery card? ^MC'}
 {'tweet_id': 1723858, 'author_id': '521431', 'inbound': True, 'text': ""@AmazonHelp No, also I'm block manager and have access to the cctv and nobody has turned up""}
 {'tweet_id': 1723860, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@521431 sorry to hear that, it's not what we want you to experience. ^AS""}]",3,"@521431 Yes absolutely, can you contact us via: https://t.co/JzP7hlA23B we can investigate further for you. Thanks. ^NV",PRODUCT_INFO_QUESTION,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACKNOWLEDGEMENT_FOLLOWUP,escalate,insufficient_evidence,,vague follow-up referencing unspecified prior issue
GOLD_0070,AmazonHelp_987414_987415,987414,@AmazonHelp What is the best way to do this?,What is the best way to do this?,"[{'tweet_id': 987410, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@353971 Hi, please ask her to use this link to the English version of Amazon.de to check for the order: https://t.co/zFT0ueLiqP ^TS'}
 {'tweet_id': 987412, 'author_id': '353971', 'inbound': True, 'text': ""@AmazonHelp Following up from yesterday's email from Amazon.de order, my daughter has just received another email reporting the item has been dispatched""}
 {'tweet_id': 987413, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@353971 Hi John, have you tried contacting Amazon.de directly so they can check this for you? ^RS'}]",3,"@353971 Hi John, please ask your daughter to contact Amazon.de customer support via this link: https://t.co/1uLlokZkjT ^TS",PRODUCT_INFO_QUESTION,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACKNOWLEDGEMENT_FOLLOWUP,escalate,insufficient_evidence,,"context-dependent, unclear without full thread"
GOLD_0071,AmazonHelp_367435_367437,367435,@AmazonHelp What are you there for? Taking Salary for nothing?,What are you there for? Taking Salary for nothing?,"[{'tweet_id': 367436, 'author_id': '201487', 'inbound': True, 'text': '@115850 do you deliver in mount abu?'}
 {'tweet_id': 367434, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@201487 You can check the availability of delivery of a particular product on the product page. ^HD'}]",2,@201487 Could you please help us with the product page link and pincode? We'll look into it. ^HD,PRODUCT_INFO_QUESTION,0.75,stratified_proportional,claude_reviewed_not_independent_human,COMPLAINT_SERVICE_QUALITY,escalate,other,,"hostile tone, unclear specific ask, risk of further escalation if mishandled"
GOLD_0072,AmazonHelp_1491750_1491749,1491750,@AmazonHelp my account has been locked. I can't login to access the helpline. Please assist,my account has been locked. I can't login to access the helpline. Please assist,[],0,"@466435 Hey Scott, please reach out - https://t.co/zYVX1Qi29G (select Skip Sign In) so we can escalate your concern. ^TP",ACCOUNT_LOGIN,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACCOUNT_LOGIN,escalate,account_security,,"locked account requires identity verification, not auto-unlock"
GOLD_0073,AmazonHelp_848194_848192,848194,"@AmazonHelp I successfully changed my password several times but I still get ""your password is incorrect"" problem","I successfully changed my password several times but I still get ""your password is incorrect"" problem",[],0,"@321573 I'm so sorry about that password change issue! We'd love to help, please contact us here: : https://t.co/9tXkOXWp3p ^BE",ACCOUNT_LOGIN,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACCOUNT_LOGIN,auto_handle,,,standard password troubleshooting first pass
GOLD_0074,AmazonHelp_181044_181043,181044,"@116935 

Yr app on ipad keeps telling me my password is wrong - i am uninstalling and unsubscribing 30 mins after getting it",Yr app on ipad keeps telling me my password is wrong - i am uninstalling and unsubscribing 30 mins after getting it,[],0,@158521 Have you tried resetting your password? ^KH,ACCOUNT_LOGIN,0.75,stratified_proportional,claude_reviewed_not_independent_human,ACCOUNT_LOGIN,auto_handle,,,standard password troubleshooting
GOLD_0075,AmazonHelp_2850708_2850706,2850708,"@AmazonHelp ...I had a delivery date from you to the 24/7 pickup station. Tracking overview screen tells me it was delivered there, tracking detail screen tells me it was shipped to a place 130 km north instead, a @124285 inquiry gives me an agency address but no date and no opening hours.","...I had a delivery date from you to the 24/7 pickup station. Tracking overview screen tells me it was delivered there, tracking detail screen tells me it was shipped to a place 130 km north instead, a inquiry gives me an agency address but no date and no opening hours.","[{'tweet_id': 2850712, 'author_id': '792662', 'inbound': True, 'text': 'Worst #CX in a very long time @AmazonHelp: according to @115821 my package is in 2 places at the same time, 130 km apart, no link to @124285 but when I copy paste my tracking number there, it’s in a 3rd place, available for pickup from a date stated on a non-existing card #Fail'}
 {'tweet_id': 2850711, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@792662 I'm sorry for the poor experience, Harald. Have we missed the delivery date provided in your order confirmation e-mail? Please let us know. ^AB""}]",2,"@792662 So sorry for the poor experience! Just to confirm, what amazon site are your using? (EX. .com, .de, .co.uk) ^LS",ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,"conflicting tracking info across systems, complex"
GOLD_0076,AmazonHelp_1339647_1339644,1339647,"Yeah safe amazon, ordered my costume 3 days ago with next day delivery and still hasn’t come yet ☹️☹️☹️☹️","Yeah safe amazon, ordered my costume 3 days ago with next day delivery and still hasn’t come yet ☹️☹️☹️☹️",[],0,@432474 I'm sorry for the wait. Some items aren't able to dispatch immediately. What date is on the order confirmation e-mail? ^AN,ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,auto_handle,,,next-day delivery not met
